
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1797,,Surface,4,Image 1,1,0,
1531,,Surface,4,Image 1,1,1,
2078,,Surface,4,Image 1,1,2,
2040,,Surface,4,Image 1,1,3,
1840,,Surface,4,Image 1,1,4,
1942,,Surface,4,Image 1,1,5,
1556,,Surface,4,Image 1,1,6,
1990,,Surface,4,Image 1,1,7,
1611,,Surface,4,Image 1,1,8,
2238,,Surface,4,Image 1,1,9,
1964,,Surface,4,Image 1,1,10,
1903,,Surface,4,Image 1,1,11,
2044,,Surface,4,Image 1,1,12,
1846,,Surface,4,Image 1,1,13,
1615,,Surface,4,Image 1,1,14,
1469,,Surface,4,Image 1,1,15,
1858,,Surface,4,Image 1,1,16,
1323,,Surface,4,Image 1,1,17,
1759,,Surface,4,Image 1,1,18,
2284,,Surface,4,Image 1,1,19,
1735,,Surface,4,Image 1,1,20,
1379,,Surface,4,Image 1,1,21,
2002,,Surface,4,Image 1,1,22,
2108,,Surface,4,Image 1,1,23,
1827,,Surface,4,Image 1,1,24,
