
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
65.4074,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
48.7761,um,Surface,Image 1,1,3,
64.3044,um,Surface,Image 1,1,4,
119.837,um,Surface,Image 1,1,5,
143.717,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
104.169,um,Surface,Image 1,1,8,
96.727,um,Surface,Image 1,1,9,
16.1207,um,Surface,Image 1,1,10,
18.1253,um,Surface,Image 1,1,11,
25.2072,um,Surface,Image 1,1,12,
100.462,um,Surface,Image 1,1,13,
107.072,um,Surface,Image 1,1,14,
107.806,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
27.9598,um,Surface,Image 1,1,17,
70.1874,um,Surface,Image 1,1,18,
0,um,Surface,Image 1,1,19,
45.5636,um,Surface,Image 1,1,20,
0,um,Surface,Image 1,1,21,
