
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
382.587,um,Surface,Distance from Origin,1,0,
398.076,um,Surface,Distance from Origin,1,1,
401.58,um,Surface,Distance from Origin,1,2,
324.001,um,Surface,Distance from Origin,1,3,
338.696,um,Surface,Distance from Origin,1,4,
288.583,um,Surface,Distance from Origin,1,5,
281.162,um,Surface,Distance from Origin,1,6,
341.663,um,Surface,Distance from Origin,1,7,
276.899,um,Surface,Distance from Origin,1,8,
273.403,um,Surface,Distance from Origin,1,9,
307.444,um,Surface,Distance from Origin,1,10,
312.113,um,Surface,Distance from Origin,1,11,
269.241,um,Surface,Distance from Origin,1,12,
228.079,um,Surface,Distance from Origin,1,13,
219.378,um,Surface,Distance from Origin,1,14,
188.961,um,Surface,Distance from Origin,1,15,
233.948,um,Surface,Distance from Origin,1,16,
187.22,um,Surface,Distance from Origin,1,17,
141.671,um,Surface,Distance from Origin,1,18,
179.415,um,Surface,Distance from Origin,1,19,
89.422,um,Surface,Distance from Origin,1,20,
18.7415,um,Surface,Distance from Origin,1,21,
