
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
318,,Surface,3,Image 1,1,0,
305,,Surface,3,Image 1,1,1,
210,,Surface,3,Image 1,1,2,
381,,Surface,3,Image 1,1,3,
148,,Surface,3,Image 1,1,4,
282,,Surface,3,Image 1,1,5,
236,,Surface,3,Image 1,1,6,
278,,Surface,3,Image 1,1,7,
263,,Surface,3,Image 1,1,8,
213,,Surface,3,Image 1,1,9,
401,,Surface,3,Image 1,1,10,
247,,Surface,3,Image 1,1,11,
280,,Surface,3,Image 1,1,12,
348,,Surface,3,Image 1,1,13,
307,,Surface,3,Image 1,1,14,
302,,Surface,3,Image 1,1,15,
315,,Surface,3,Image 1,1,16,
238,,Surface,3,Image 1,1,17,
423,,Surface,3,Image 1,1,18,
254,,Surface,3,Image 1,1,19,
420,,Surface,3,Image 1,1,20,
409,,Surface,3,Image 1,1,21,
