
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.719355,,Surface,1,0,
0.525685,,Surface,1,1,
0.493629,,Surface,1,2,
0.52731,,Surface,1,3,
0.352354,,Surface,1,4,
0.627033,,Surface,1,5,
0.54641,,Surface,1,6,
0.592998,,Surface,1,7,
0.544866,,Surface,1,8,
0.300402,,Surface,1,9,
0.64091,,Surface,1,10,
0.265324,,Surface,1,11,
0.58927,,Surface,1,12,
0.467683,,Surface,1,13,
0.397704,,Surface,1,14,
0.51042,,Surface,1,15,
0.47384,,Surface,1,16,
0.415867,,Surface,1,17,
0.41314,,Surface,1,18,
0.395785,,Surface,1,19,
0.576633,,Surface,1,20,
0.470338,,Surface,1,21,
