
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
217.466,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
38.6997,,Surface,8,Image 1,1,2,
101.026,,Surface,8,Image 1,1,3,
174.215,,Surface,8,Image 1,1,4,
255.017,,Surface,8,Image 1,1,5,
463.621,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
19.8464,,Surface,8,Image 1,1,8,
0.0839724,,Surface,8,Image 1,1,9,
0,,Surface,8,Image 1,1,10,
161.54,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
125.027,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
5.22681,,Surface,8,Image 1,1,15,
0,,Surface,8,Image 1,1,16,
50.2719,,Surface,8,Image 1,1,17,
0.807071,,Surface,8,Image 1,1,18,
3.89894,,Surface,8,Image 1,1,19,
0,,Surface,8,Image 1,1,20,
0,,Surface,8,Image 1,1,21,
