
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1281.67,,Surface,2,Image 1,1,0,
964.458,,Surface,2,Image 1,1,1,
1194.69,,Surface,2,Image 1,1,2,
1156.2,,Surface,2,Image 1,1,3,
1408.21,,Surface,2,Image 1,1,4,
1356.81,,Surface,2,Image 1,1,5,
1561.47,,Surface,2,Image 1,1,6,
1007.92,,Surface,2,Image 1,1,7,
1229.12,,Surface,2,Image 1,1,8,
1159.41,,Surface,2,Image 1,1,9,
1173.84,,Surface,2,Image 1,1,10,
1373.22,,Surface,2,Image 1,1,11,
1165.62,,Surface,2,Image 1,1,12,
1455.05,,Surface,2,Image 1,1,13,
1308.55,,Surface,2,Image 1,1,14,
1333.77,,Surface,2,Image 1,1,15,
1106.93,,Surface,2,Image 1,1,16,
1328.55,,Surface,2,Image 1,1,17,
1178.01,,Surface,2,Image 1,1,18,
1304.48,,Surface,2,Image 1,1,19,
1202.39,,Surface,2,Image 1,1,20,
1147.84,,Surface,2,Image 1,1,21,
