
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1328.29,um^3,Surface,1,0,
1055.45,um^3,Surface,1,1,
13501,um^3,Surface,1,2,
1083.21,um^3,Surface,1,3,
22435.8,um^3,Surface,1,4,
1829.87,um^3,Surface,1,5,
1273.39,um^3,Surface,1,6,
3818.75,um^3,Surface,1,7,
3502.72,um^3,Surface,1,8,
9370.84,um^3,Surface,1,9,
1623.1,um^3,Surface,1,10,
27845.4,um^3,Surface,1,11,
1988.82,um^3,Surface,1,12,
1698.72,um^3,Surface,1,13,
4694.99,um^3,Surface,1,14,
6041.56,um^3,Surface,1,15,
2506.68,um^3,Surface,1,16,
3005.28,um^3,Surface,1,17,
1121.79,um^3,Surface,1,18,
3495.92,um^3,Surface,1,19,
1491.21,um^3,Surface,1,20,
2299.75,um^3,Surface,1,21,
