
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2703,,Surface,3,Image 1,1,0,
2579.3,,Surface,3,Image 1,1,1,
3242.76,,Surface,3,Image 1,1,2,
2815.72,,Surface,3,Image 1,1,3,
3822.48,,Surface,3,Image 1,1,4,
2154.91,,Surface,3,Image 1,1,5,
3356.51,,Surface,3,Image 1,1,6,
3644.09,,Surface,3,Image 1,1,7,
3058.61,,Surface,3,Image 1,1,8,
1233.45,,Surface,3,Image 1,1,9,
4209.95,,Surface,3,Image 1,1,10,
3326.25,,Surface,3,Image 1,1,11,
4864.7,,Surface,3,Image 1,1,12,
1789.17,,Surface,3,Image 1,1,13,
2634.99,,Surface,3,Image 1,1,14,
4496.38,,Surface,3,Image 1,1,15,
4296.37,,Surface,3,Image 1,1,16,
1861.84,,Surface,3,Image 1,1,17,
3449.92,,Surface,3,Image 1,1,18,
2749.12,,Surface,3,Image 1,1,19,
3629.79,,Surface,3,Image 1,1,20,
1503.9,,Surface,3,Image 1,1,21,
