
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.15046e+08,,Surface,1,Image 1,1,0,
1.85414e+08,,Surface,1,Image 1,1,1,
3.93614e+08,,Surface,1,Image 1,1,2,
3.97509e+08,,Surface,1,Image 1,1,3,
7.77809e+08,,Surface,1,Image 1,1,4,
4.01393e+09,,Surface,1,Image 1,1,5,
2.04597e+09,,Surface,1,Image 1,1,6,
4.22995e+08,,Surface,1,Image 1,1,7,
8.02854e+08,,Surface,1,Image 1,1,8,
2.25254e+09,,Surface,1,Image 1,1,9,
9.23634e+08,,Surface,1,Image 1,1,10,
1.71278e+08,,Surface,1,Image 1,1,11,
2.2536e+08,,Surface,1,Image 1,1,12,
2.17796e+09,,Surface,1,Image 1,1,13,
6.48314e+08,,Surface,1,Image 1,1,14,
1.02985e+09,,Surface,1,Image 1,1,15,
1.11824e+09,,Surface,1,Image 1,1,16,
7.02457e+08,,Surface,1,Image 1,1,17,
2.49487e+08,,Surface,1,Image 1,1,18,
5.79663e+08,,Surface,1,Image 1,1,19,
1.19311e+08,,Surface,1,Image 1,1,20,
1.85394e+09,,Surface,1,Image 1,1,21,
4.41464e+08,,Surface,1,Image 1,1,22,
