
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2265,,Surface,4,Image 1,1,0,
2122,,Surface,4,Image 1,1,1,
2313,,Surface,4,Image 1,1,2,
1922,,Surface,4,Image 1,1,3,
1691,,Surface,4,Image 1,1,4,
1704,,Surface,4,Image 1,1,5,
1623,,Surface,4,Image 1,1,6,
1905,,Surface,4,Image 1,1,7,
2056,,Surface,4,Image 1,1,8,
1790,,Surface,4,Image 1,1,9,
1567,,Surface,4,Image 1,1,10,
1605,,Surface,4,Image 1,1,11,
2115,,Surface,4,Image 1,1,12,
1782,,Surface,4,Image 1,1,13,
2025,,Surface,4,Image 1,1,14,
1757,,Surface,4,Image 1,1,15,
1681,,Surface,4,Image 1,1,16,
1790,,Surface,4,Image 1,1,17,
1746,,Surface,4,Image 1,1,18,
1529,,Surface,4,Image 1,1,19,
2091,,Surface,4,Image 1,1,20,
1668,,Surface,4,Image 1,1,21,
1511,,Surface,4,Image 1,1,22,
