
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1341,,Surface,3,Image 1,1,0,
1297,,Surface,3,Image 1,1,1,
1219,,Surface,3,Image 1,1,2,
1330,,Surface,3,Image 1,1,3,
719,,Surface,3,Image 1,1,4,
87,,Surface,3,Image 1,1,5,
138,,Surface,3,Image 1,1,6,
1370,,Surface,3,Image 1,1,7,
361,,Surface,3,Image 1,1,8,
312,,Surface,3,Image 1,1,9,
183,,Surface,3,Image 1,1,10,
260,,Surface,3,Image 1,1,11,
765,,Surface,3,Image 1,1,12,
68,,Surface,3,Image 1,1,13,
220,,Surface,3,Image 1,1,14,
471,,Surface,3,Image 1,1,15,
334,,Surface,3,Image 1,1,16,
253,,Surface,3,Image 1,1,17,
314,,Surface,3,Image 1,1,18,
65,,Surface,3,Image 1,1,19,
242,,Surface,3,Image 1,1,20,
279,,Surface,3,Image 1,1,21,
119,,Surface,3,Image 1,1,22,
