
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
470.856,um,Surface,Distance from Origin,1,0,
435.2,um,Surface,Distance from Origin,1,1,
362.361,um,Surface,Distance from Origin,1,2,
357.378,um,Surface,Distance from Origin,1,3,
333.41,um,Surface,Distance from Origin,1,4,
308.982,um,Surface,Distance from Origin,1,5,
285.881,um,Surface,Distance from Origin,1,6,
253.889,um,Surface,Distance from Origin,1,7,
286.339,um,Surface,Distance from Origin,1,8,
259.141,um,Surface,Distance from Origin,1,9,
332.529,um,Surface,Distance from Origin,1,10,
312.914,um,Surface,Distance from Origin,1,11,
210.284,um,Surface,Distance from Origin,1,12,
246.534,um,Surface,Distance from Origin,1,13,
249.294,um,Surface,Distance from Origin,1,14,
210.549,um,Surface,Distance from Origin,1,15,
211.661,um,Surface,Distance from Origin,1,16,
159.287,um,Surface,Distance from Origin,1,17,
180.372,um,Surface,Distance from Origin,1,18,
152.716,um,Surface,Distance from Origin,1,19,
87.9312,um,Surface,Distance from Origin,1,20,
149.249,um,Surface,Distance from Origin,1,21,
116.214,um,Surface,Distance from Origin,1,22,
