
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
162,,Surface,2,Image 1,1,0,
162,,Surface,2,Image 1,1,1,
147,,Surface,2,Image 1,1,2,
106,,Surface,2,Image 1,1,3,
77,,Surface,2,Image 1,1,4,
42,,Surface,2,Image 1,1,5,
7,,Surface,2,Image 1,1,6,
127,,Surface,2,Image 1,1,7,
154,,Surface,2,Image 1,1,8,
42,,Surface,2,Image 1,1,9,
2,,Surface,2,Image 1,1,10,
31,,Surface,2,Image 1,1,11,
52,,Surface,2,Image 1,1,12,
20,,Surface,2,Image 1,1,13,
41,,Surface,2,Image 1,1,14,
11,,Surface,2,Image 1,1,15,
46,,Surface,2,Image 1,1,16,
58,,Surface,2,Image 1,1,17,
0,,Surface,2,Image 1,1,18,
10,,Surface,2,Image 1,1,19,
104,,Surface,2,Image 1,1,20,
85,,Surface,2,Image 1,1,21,
0,,Surface,2,Image 1,1,22,
