
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.12418e+07,,Surface,6,Image 1,1,0,
2.25755e+07,,Surface,6,Image 1,1,1,
2.25662e+07,,Surface,6,Image 1,1,2,
6.03984e+07,,Surface,6,Image 1,1,3,
1.76066e+08,,Surface,6,Image 1,1,4,
7.09834e+08,,Surface,6,Image 1,1,5,
6.08437e+08,,Surface,6,Image 1,1,6,
9.64361e+07,,Surface,6,Image 1,1,7,
3.94782e+08,,Surface,6,Image 1,1,8,
4.82266e+08,,Surface,6,Image 1,1,9,
1.36512e+08,,Surface,6,Image 1,1,10,
3.36799e+07,,Surface,6,Image 1,1,11,
9.65054e+07,,Surface,6,Image 1,1,12,
3.63897e+08,,Surface,6,Image 1,1,13,
1.05967e+08,,Surface,6,Image 1,1,14,
1.85454e+08,,Surface,6,Image 1,1,15,
2.362e+08,,Surface,6,Image 1,1,16,
1.64939e+08,,Surface,6,Image 1,1,17,
1.27362e+08,,Surface,6,Image 1,1,18,
9.59091e+07,,Surface,6,Image 1,1,19,
4.64434e+07,,Surface,6,Image 1,1,20,
3.72353e+08,,Surface,6,Image 1,1,21,
6.86824e+07,,Surface,6,Image 1,1,22,
