
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3242.38,,Surface,4,Image 1,1,0,
2791.12,,Surface,4,Image 1,1,1,
3271.47,,Surface,4,Image 1,1,2,
4928.02,,Surface,4,Image 1,1,3,
15885.3,,Surface,4,Image 1,1,4,
14144.1,,Surface,4,Image 1,1,5,
18255,,Surface,4,Image 1,1,6,
4839.37,,Surface,4,Image 1,1,7,
13773.9,,Surface,4,Image 1,1,8,
15537,,Surface,4,Image 1,1,9,
14732.1,,Surface,4,Image 1,1,10,
3992.24,,Surface,4,Image 1,1,11,
13369.8,,Surface,4,Image 1,1,12,
15213.3,,Surface,4,Image 1,1,13,
15514.6,,Surface,4,Image 1,1,14,
13627.1,,Surface,4,Image 1,1,15,
14744.1,,Surface,4,Image 1,1,16,
8428.27,,Surface,4,Image 1,1,17,
9818.77,,Surface,4,Image 1,1,18,
8161.87,,Surface,4,Image 1,1,19,
8521.58,,Surface,4,Image 1,1,20,
15312.6,,Surface,4,Image 1,1,21,
8685.05,,Surface,4,Image 1,1,22,
