
Area
 ==================== 
Area,Unit,Category,Time,ID,
1010.66,um^2,Surface,1,0,
867.719,um^2,Surface,1,1,
1127.95,um^2,Surface,1,2,
2123.72,um^2,Surface,1,3,
3281.65,um^2,Surface,1,4,
9581.69,um^2,Surface,1,5,
7547.71,um^2,Surface,1,6,
1976.14,um^2,Surface,1,7,
2853.51,um^2,Surface,1,8,
7374.67,um^2,Surface,1,9,
4037.33,um^2,Surface,1,10,
2697.96,um^2,Surface,1,11,
819.832,um^2,Surface,1,12,
6290.54,um^2,Surface,1,13,
3091.98,um^2,Surface,1,14,
2752.85,um^2,Surface,1,15,
3322.16,um^2,Surface,1,16,
3131.95,um^2,Surface,1,17,
1564.92,um^2,Surface,1,18,
4649.42,um^2,Surface,1,19,
945.012,um^2,Surface,1,20,
5275.3,um^2,Surface,1,21,
2721.38,um^2,Surface,1,22,
