
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1955.54,,Surface,7,Image 1,1,0,
1697.57,,Surface,7,Image 1,1,1,
1263.08,,Surface,7,Image 1,1,2,
3161.21,,Surface,7,Image 1,1,3,
7285.55,,Surface,7,Image 1,1,4,
5922.32,,Surface,7,Image 1,1,5,
7326.08,,Surface,7,Image 1,1,6,
4431.86,,Surface,7,Image 1,1,7,
6395.89,,Surface,7,Image 1,1,8,
5347.62,,Surface,7,Image 1,1,9,
4680.55,,Surface,7,Image 1,1,10,
1260.4,,Surface,7,Image 1,1,11,
11402.6,,Surface,7,Image 1,1,12,
6201.9,,Surface,7,Image 1,1,13,
4537.79,,Surface,7,Image 1,1,14,
9151.83,,Surface,7,Image 1,1,15,
7574.13,,Surface,7,Image 1,1,16,
5169.34,,Surface,7,Image 1,1,17,
7874.9,,Surface,7,Image 1,1,18,
2238.89,,Surface,7,Image 1,1,19,
5145.57,,Surface,7,Image 1,1,20,
7888.52,,Surface,7,Image 1,1,21,
3211.33,,Surface,7,Image 1,1,22,
