
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.113536,,Surface,1,0,
0.234164,,Surface,1,1,
0.217849,,Surface,1,2,
0.570942,,Surface,1,3,
0.109941,,Surface,1,4,
0.0414289,,Surface,1,5,
0.132948,,Surface,1,6,
0.124137,,Surface,1,7,
0.0670251,,Surface,1,8,
0.0811581,,Surface,1,9,
0.14395,,Surface,1,10,
0.0332682,,Surface,1,11,
0.272109,,Surface,1,12,
0.116104,,Surface,1,13,
0.235226,,Surface,1,14,
0.152524,,Surface,1,15,
0.134588,,Surface,1,16,
0.0868787,,Surface,1,17,
0.303825,,Surface,1,18,
0.0607757,,Surface,1,19,
0.176353,,Surface,1,20,
0.105018,,Surface,1,21,
0.134851,,Surface,1,22,
