
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.378359,,Surface,1,0,
0.558082,,Surface,1,1,
0.665042,,Surface,1,2,
0.192819,,Surface,1,3,
0.809907,,Surface,1,4,
0.834911,,Surface,1,5,
0.610907,,Surface,1,6,
0.623306,,Surface,1,7,
0.857698,,Surface,1,8,
0.780782,,Surface,1,9,
0.691042,,Surface,1,10,
0.80219,,Surface,1,11,
0.577571,,Surface,1,12,
0.693539,,Surface,1,13,
0.420241,,Surface,1,14,
0.755087,,Surface,1,15,
0.781952,,Surface,1,16,
0.626393,,Surface,1,17,
0.495507,,Surface,1,18,
0.887479,,Surface,1,19,
0.708556,,Surface,1,20,
0.772732,,Surface,1,21,
0.741948,,Surface,1,22,
