
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2561.3,,Surface,4,Image 1,1,0,
1854.78,,Surface,4,Image 1,1,1,
2354.19,,Surface,4,Image 1,1,2,
10568,,Surface,4,Image 1,1,3,
1797.21,,Surface,4,Image 1,1,4,
1502.69,,Surface,4,Image 1,1,5,
4251.99,,Surface,4,Image 1,1,6,
1969.87,,Surface,4,Image 1,1,7,
1757.26,,Surface,4,Image 1,1,8,
9875.39,,Surface,4,Image 1,1,9,
4486.42,,Surface,4,Image 1,1,10,
2538.34,,Surface,4,Image 1,1,11,
3264.88,,Surface,4,Image 1,1,12,
1831.49,,Surface,4,Image 1,1,13,
6662.69,,Surface,4,Image 1,1,14,
5926.41,,Surface,4,Image 1,1,15,
1496.39,,Surface,4,Image 1,1,16,
3756.74,,Surface,4,Image 1,1,17,
6992.93,,Surface,4,Image 1,1,18,
1229.27,,Surface,4,Image 1,1,19,
4526.51,,Surface,4,Image 1,1,20,
5135.57,,Surface,4,Image 1,1,21,
