
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.4048e+09,,Surface,4,Image 1,1,0,
1.54626e+08,,Surface,4,Image 1,1,1,
6.0938e+08,,Surface,4,Image 1,1,2,
1.63862e+10,,Surface,4,Image 1,1,3,
1.4999e+08,,Surface,4,Image 1,1,4,
2.03243e+08,,Surface,4,Image 1,1,5,
5.94152e+08,,Surface,4,Image 1,1,6,
1.31532e+08,,Surface,4,Image 1,1,7,
1.41481e+08,,Surface,4,Image 1,1,8,
3.17676e+09,,Surface,4,Image 1,1,9,
1.75331e+08,,Surface,4,Image 1,1,10,
2.15547e+08,,Surface,4,Image 1,1,11,
1.99648e+09,,Surface,4,Image 1,1,12,
2.24043e+08,,Surface,4,Image 1,1,13,
8.47697e+08,,Surface,4,Image 1,1,14,
5.0558e+09,,Surface,4,Image 1,1,15,
1.74784e+08,,Surface,4,Image 1,1,16,
5.30199e+08,,Surface,4,Image 1,1,17,
4.91584e+09,,Surface,4,Image 1,1,18,
1.74705e+08,,Surface,4,Image 1,1,19,
7.23441e+08,,Surface,4,Image 1,1,20,
9.49566e+08,,Surface,4,Image 1,1,21,
