
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
7.08164e+08,,Surface,1,Image 1,1,0,
1.04032e+08,,Surface,1,Image 1,1,1,
3.4824e+08,,Surface,1,Image 1,1,2,
5.8069e+09,,Surface,1,Image 1,1,3,
1.17224e+08,,Surface,1,Image 1,1,4,
1.33546e+08,,Surface,1,Image 1,1,5,
2.53167e+08,,Surface,1,Image 1,1,6,
8.58385e+07,,Surface,1,Image 1,1,7,
1.22025e+08,,Surface,1,Image 1,1,8,
1.1961e+09,,Surface,1,Image 1,1,9,
7.85122e+07,,Surface,1,Image 1,1,10,
1.46766e+08,,Surface,1,Image 1,1,11,
1.34829e+09,,Surface,1,Image 1,1,12,
1.57e+08,,Surface,1,Image 1,1,13,
3.11173e+08,,Surface,1,Image 1,1,14,
2.73263e+09,,Surface,1,Image 1,1,15,
1.28274e+08,,Surface,1,Image 1,1,16,
3.37132e+08,,Surface,1,Image 1,1,17,
1.7634e+09,,Surface,1,Image 1,1,18,
9.48399e+07,,Surface,1,Image 1,1,19,
3.09106e+08,,Surface,1,Image 1,1,20,
3.53949e+08,,Surface,1,Image 1,1,21,
