
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
346.42,264.972,9.9843,um,Surface,Position,1,0,
324.389,224.39,7.12411,um,Surface,Position,1,1,
188.428,329.941,13.1607,um,Surface,Position,1,2,
251.555,306.657,12.6346,um,Surface,Position,1,3,
207.599,271.183,6.9865,um,Surface,Position,1,4,
270.016,195.766,6.52607,um,Surface,Position,1,5,
286.806,115.7,16.3629,um,Surface,Position,1,6,
94.0701,294.883,7.80494,um,Surface,Position,1,7,
290.192,80.6725,5.7281,um,Surface,Position,1,8,
138.696,240.717,8.22741,um,Surface,Position,1,9,
4.88106,327.773,6.93486,um,Surface,Position,1,10,
123.273,183.623,19.6108,um,Surface,Position,1,11,
164.192,189.919,13.7284,um,Surface,Position,1,12,
20.1866,280.913,7.47218,um,Surface,Position,1,13,
167.792,123.748,16.0351,um,Surface,Position,1,14,
264.86,37.4216,6.83826,um,Surface,Position,1,15,
78.2558,135.325,11.3684,um,Surface,Position,1,16,
45.9203,131.627,9.02719,um,Surface,Position,1,17,
146.182,57.7311,7.54422,um,Surface,Position,1,18,
108.134,18.0435,11.537,um,Surface,Position,1,19,
60.7206,30.0163,7.66476,um,Surface,Position,1,20,
21.7509,82.2117,15.1863,um,Surface,Position,1,21,
