
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
436.253,um,Surface,Distance from Origin,1,0,
394.5,um,Surface,Distance from Origin,1,1,
380.183,um,Surface,Distance from Origin,1,2,
396.835,um,Surface,Distance from Origin,1,3,
341.594,um,Surface,Distance from Origin,1,4,
333.58,um,Surface,Distance from Origin,1,5,
309.696,um,Surface,Distance from Origin,1,6,
309.622,um,Surface,Distance from Origin,1,7,
301.251,um,Surface,Distance from Origin,1,8,
277.937,um,Surface,Distance from Origin,1,9,
327.883,um,Surface,Distance from Origin,1,10,
222.032,um,Surface,Distance from Origin,1,11,
251.43,um,Surface,Distance from Origin,1,12,
281.737,um,Surface,Distance from Origin,1,13,
209.105,um,Surface,Distance from Origin,1,14,
267.578,um,Surface,Distance from Origin,1,15,
156.735,um,Surface,Distance from Origin,1,16,
139.699,um,Surface,Distance from Origin,1,17,
157.35,um,Surface,Distance from Origin,1,18,
110.235,um,Surface,Distance from Origin,1,19,
68.1669,um,Surface,Distance from Origin,1,20,
86.3857,um,Surface,Distance from Origin,1,21,
