
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.175089,,Surface,1,0,
0.430522,,Surface,1,1,
0.301103,,Surface,1,2,
0.784334,,Surface,1,3,
0.672401,,Surface,1,4,
0.509163,,Surface,1,5,
0.554924,,Surface,1,6,
0.415333,,Surface,1,7,
0.645552,,Surface,1,8,
0.677392,,Surface,1,9,
0.404018,,Surface,1,10,
0.669202,,Surface,1,11,
0.431334,,Surface,1,12,
0.742824,,Surface,1,13,
0.258759,,Surface,1,14,
0.786317,,Surface,1,15,
0.638511,,Surface,1,16,
0.60648,,Surface,1,17,
0.587257,,Surface,1,18,
0.518402,,Surface,1,19,
0.708389,,Surface,1,20,
0.538781,,Surface,1,21,
