
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
10363.4,um^3,Surface,1,0,
1280.78,um^3,Surface,1,1,
5162.53,um^3,Surface,1,2,
62244.6,um^3,Surface,1,3,
1209.92,um^3,Surface,1,4,
1889.15,um^3,Surface,1,5,
3758.39,um^3,Surface,1,6,
1086.37,um^3,Surface,1,7,
1180.69,um^3,Surface,1,8,
12561,um^3,Surface,1,9,
1110.14,um^3,Surface,1,10,
1626.13,um^3,Surface,1,11,
14803.9,um^3,Surface,1,12,
1676.62,um^3,Surface,1,13,
4529.88,um^3,Surface,1,14,
28401.6,um^3,Surface,1,15,
1506.19,um^3,Surface,1,16,
3886.9,um^3,Surface,1,17,
24391.1,um^3,Surface,1,18,
1591.84,um^3,Surface,1,19,
4560.43,um^3,Surface,1,20,
5046.92,um^3,Surface,1,21,
