
Area
 ==================== 
Area,Unit,Category,Time,ID,
6573.44,um^2,Surface,1,0,
1125.97,um^2,Surface,1,1,
3457.27,um^2,Surface,1,2,
20372,um^2,Surface,1,3,
894.355,um^2,Surface,1,4,
1577.93,um^2,Surface,1,5,
2460.32,um^2,Surface,1,6,
862.419,um^2,Surface,1,7,
948.033,um^2,Surface,1,8,
5223.59,um^2,Surface,1,9,
957.144,um^2,Surface,1,10,
1243.12,um^2,Surface,1,11,
9121.21,um^2,Surface,1,12,
994.599,um^2,Surface,1,13,
2968.29,um^2,Surface,1,14,
16045.9,um^2,Surface,1,15,
996.6,um^2,Surface,1,16,
3202.4,um^2,Surface,1,17,
13356.2,um^2,Surface,1,18,
930.117,um^2,Surface,1,19,
2636.81,um^2,Surface,1,20,
2648.2,um^2,Surface,1,21,
