
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
439.367,um,Surface,Distance from Origin,1,0,
409.28,um,Surface,Distance from Origin,1,1,
390.429,um,Surface,Distance from Origin,1,2,
369.081,um,Surface,Distance from Origin,1,3,
359.376,um,Surface,Distance from Origin,1,4,
334.864,um,Surface,Distance from Origin,1,5,
354.991,um,Surface,Distance from Origin,1,6,
357.348,um,Surface,Distance from Origin,1,7,
330.15,um,Surface,Distance from Origin,1,8,
315.813,um,Surface,Distance from Origin,1,9,
261.286,um,Surface,Distance from Origin,1,10,
290.873,um,Surface,Distance from Origin,1,11,
332.526,um,Surface,Distance from Origin,1,12,
323.527,um,Surface,Distance from Origin,1,13,
233.303,um,Surface,Distance from Origin,1,14,
222.901,um,Surface,Distance from Origin,1,15,
167.519,um,Surface,Distance from Origin,1,16,
207.551,um,Surface,Distance from Origin,1,17,
203.826,um,Surface,Distance from Origin,1,18,
166.783,um,Surface,Distance from Origin,1,19,
151.461,um,Surface,Distance from Origin,1,20,
87.8309,um,Surface,Distance from Origin,1,21,
