
Intensity Median Ch=8 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
42.5742,,Surface,8,Image 1,1,0,
4.8315,,Surface,8,Image 1,1,1,
16.522,,Surface,8,Image 1,1,2,
11.256,,Surface,8,Image 1,1,3,
20.044,,Surface,8,Image 1,1,4,
23.614,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
12.895,,Surface,8,Image 1,1,7,
76.125,,Surface,8,Image 1,1,8,
20.394,,Surface,8,Image 1,1,9,
0,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
12.417,,Surface,8,Image 1,1,12,
9.521,,Surface,8,Image 1,1,13,
7.757,,Surface,8,Image 1,1,14,
0,,Surface,8,Image 1,1,15,
11.094,,Surface,8,Image 1,1,16,
3.728,,Surface,8,Image 1,1,17,
5.7895,,Surface,8,Image 1,1,18,
8.433,,Surface,8,Image 1,1,19,
0,,Surface,8,Image 1,1,20,
0,,Surface,8,Image 1,1,21,
