
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
322.7,295.835,37.2781,um,Surface,Position,1,0,
229.583,337.049,34.6334,um,Surface,Position,1,1,
269.624,279.675,38.9834,um,Surface,Position,1,2,
323.243,174.647,35.113,um,Surface,Position,1,3,
140.625,328.745,36.0938,um,Surface,Position,1,4,
109.81,314.118,37.4906,um,Surface,Position,1,5,
65.8408,346.746,38.0814,um,Surface,Position,1,6,
334.316,121.207,35.1966,um,Surface,Position,1,7,
200.032,260.405,34.29,um,Surface,Position,1,8,
255.496,182.981,31.27,um,Surface,Position,1,9,
212.791,148.467,30.7905,um,Surface,Position,1,10,
92.4236,274.02,31.2753,um,Surface,Position,1,11,
33.519,328.819,36.4363,um,Surface,Position,1,12,
317.64,54.0765,29.1628,um,Surface,Position,1,13,
166.287,160.868,30.0087,um,Surface,Position,1,14,
220.137,8.2018,34.0209,um,Surface,Position,1,15,
85.2008,139.718,35.8086,um,Surface,Position,1,16,
201.351,37.8443,33.2111,um,Surface,Position,1,17,
51.3179,194.518,32.7785,um,Surface,Position,1,18,
121.212,109.877,32.4231,um,Surface,Position,1,19,
147.323,20.9782,28.2185,um,Surface,Position,1,20,
81.2363,7.10332,32.6264,um,Surface,Position,1,21,
