
Area
 ==================== 
Area,Unit,Category,Time,ID,
13143.4,um^2,Surface,1,0,
3230.9,um^2,Surface,1,1,
4390.45,um^2,Surface,1,2,
2319.26,um^2,Surface,1,3,
8898.7,um^2,Surface,1,4,
748.274,um^2,Surface,1,5,
1836.45,um^2,Surface,1,6,
9735.31,um^2,Surface,1,7,
16400.3,um^2,Surface,1,8,
6312.57,um^2,Surface,1,9,
1473.34,um^2,Surface,1,10,
3752.89,um^2,Surface,1,11,
6770.64,um^2,Surface,1,12,
8216.92,um^2,Surface,1,13,
2510.87,um^2,Surface,1,14,
1772.04,um^2,Surface,1,15,
1775.03,um^2,Surface,1,16,
5680.99,um^2,Surface,1,17,
8012,um^2,Surface,1,18,
7704.73,um^2,Surface,1,19,
4919.29,um^2,Surface,1,20,
1693.62,um^2,Surface,1,21,
