
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3080.09,,Surface,2,Image 1,1,0,
3163.31,,Surface,2,Image 1,1,1,
2276.59,,Surface,2,Image 1,1,2,
2723.53,,Surface,2,Image 1,1,3,
3129.49,,Surface,2,Image 1,1,4,
5364,,Surface,2,Image 1,1,5,
1619.99,,Surface,2,Image 1,1,6,
2549.65,,Surface,2,Image 1,1,7,
3047.8,,Surface,2,Image 1,1,8,
4058.8,,Surface,2,Image 1,1,9,
2625.21,,Surface,2,Image 1,1,10,
2305.92,,Surface,2,Image 1,1,11,
1807.62,,Surface,2,Image 1,1,12,
2679.16,,Surface,2,Image 1,1,13,
2675.52,,Surface,2,Image 1,1,14,
2023.02,,Surface,2,Image 1,1,15,
2553.71,,Surface,2,Image 1,1,16,
2060.9,,Surface,2,Image 1,1,17,
2164.79,,Surface,2,Image 1,1,18,
2284.24,,Surface,2,Image 1,1,19,
2196.64,,Surface,2,Image 1,1,20,
1884.68,,Surface,2,Image 1,1,21,
