
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
5969.98,,Surface,1,Image 1,1,0,
6027.31,,Surface,1,Image 1,1,1,
4899.01,,Surface,1,Image 1,1,2,
9434.05,,Surface,1,Image 1,1,3,
8324.61,,Surface,1,Image 1,1,4,
4934.38,,Surface,1,Image 1,1,5,
6832.56,,Surface,1,Image 1,1,6,
5313.02,,Surface,1,Image 1,1,7,
9268.97,,Surface,1,Image 1,1,8,
8090.35,,Surface,1,Image 1,1,9,
3906.22,,Surface,1,Image 1,1,10,
4709.09,,Surface,1,Image 1,1,11,
6081.06,,Surface,1,Image 1,1,12,
5201.67,,Surface,1,Image 1,1,13,
3450.54,,Surface,1,Image 1,1,14,
6007.84,,Surface,1,Image 1,1,15,
4585.34,,Surface,1,Image 1,1,16,
5028.13,,Surface,1,Image 1,1,17,
6090.51,,Surface,1,Image 1,1,18,
7059.43,,Surface,1,Image 1,1,19,
7006.67,,Surface,1,Image 1,1,20,
5724.37,,Surface,1,Image 1,1,21,
