
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
0,,Surface,7,Image 1,1,0,
302.984,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
0,,Surface,7,Image 1,1,3,
331.902,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
423.51,,Surface,7,Image 1,1,6,
563.188,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
33.1224,,Surface,7,Image 1,1,9,
287.26,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
313.503,,Surface,7,Image 1,1,12,
44.8371,,Surface,7,Image 1,1,13,
553.941,,Surface,7,Image 1,1,14,
548.876,,Surface,7,Image 1,1,15,
