
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
6600.19,,Surface,3,Image 1,1,0,
5868.77,,Surface,3,Image 1,1,1,
4743.36,,Surface,3,Image 1,1,2,
12872.2,,Surface,3,Image 1,1,3,
7721.87,,Surface,3,Image 1,1,4,
7956.8,,Surface,3,Image 1,1,5,
6357.46,,Surface,3,Image 1,1,6,
7804.09,,Surface,3,Image 1,1,7,
7225.28,,Surface,3,Image 1,1,8,
6437.3,,Surface,3,Image 1,1,9,
6299.38,,Surface,3,Image 1,1,10,
6022.37,,Surface,3,Image 1,1,11,
5168,,Surface,3,Image 1,1,12,
7315.25,,Surface,3,Image 1,1,13,
5870.43,,Surface,3,Image 1,1,14,
7070.78,,Surface,3,Image 1,1,15,
