
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
65,,Surface,2,Image 1,1,0,
62,,Surface,2,Image 1,1,1,
201,,Surface,2,Image 1,1,2,
109,,Surface,2,Image 1,1,3,
114,,Surface,2,Image 1,1,4,
63,,Surface,2,Image 1,1,5,
125,,Surface,2,Image 1,1,6,
53,,Surface,2,Image 1,1,7,
87,,Surface,2,Image 1,1,8,
108,,Surface,2,Image 1,1,9,
110,,Surface,2,Image 1,1,10,
41,,Surface,2,Image 1,1,11,
130,,Surface,2,Image 1,1,12,
115,,Surface,2,Image 1,1,13,
62,,Surface,2,Image 1,1,14,
29,,Surface,2,Image 1,1,15,
