
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
17.0526,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
46.031,um,Surface,Image 1,1,3,
0,um,Surface,Image 1,1,4,
89.505,um,Surface,Image 1,1,5,
31.1306,um,Surface,Image 1,1,6,
47.5188,um,Surface,Image 1,1,7,
104.549,um,Surface,Image 1,1,8,
58.8685,um,Surface,Image 1,1,9,
87.4183,um,Surface,Image 1,1,10,
53.1945,um,Surface,Image 1,1,11,
0,um,Surface,Image 1,1,12,
60.2566,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
