
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
2186.47,um^3,Surface,1,0,
1322.01,um^3,Surface,1,1,
1711.93,um^3,Surface,1,2,
7110.79,um^3,Surface,1,3,
15508.7,um^3,Surface,1,4,
1121.8,um^3,Surface,1,5,
1178.97,um^3,Surface,1,6,
8682.44,um^3,Surface,1,7,
13271.5,um^3,Surface,1,8,
1880.64,um^3,Surface,1,9,
2505.78,um^3,Surface,1,10,
2902.52,um^3,Surface,1,11,
17802.2,um^3,Surface,1,12,
1138.71,um^3,Surface,1,13,
1818.51,um^3,Surface,1,14,
1535.11,um^3,Surface,1,15,
16022.6,um^3,Surface,1,16,
43116.7,um^3,Surface,1,17,
26193.9,um^3,Surface,1,18,
32551.3,um^3,Surface,1,19,
26333.6,um^3,Surface,1,20,
28358.2,um^3,Surface,1,21,
3014.93,um^3,Surface,1,22,
3262.37,um^3,Surface,1,23,
4476.35,um^3,Surface,1,24,
