
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
7.63172e+07,,Surface,8,Image 1,1,0,
5.14762e+06,,Surface,8,Image 1,1,1,
0,,Surface,8,Image 1,1,2,
539076,,Surface,8,Image 1,1,3,
2.73031e+07,,Surface,8,Image 1,1,4,
0,,Surface,8,Image 1,1,5,
52005,,Surface,8,Image 1,1,6,
1.20032e+08,,Surface,8,Image 1,1,7,
2.27522e+07,,Surface,8,Image 1,1,8,
796247,,Surface,8,Image 1,1,9,
373500,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
1.91593e+08,,Surface,8,Image 1,1,12,
1.06497e+06,,Surface,8,Image 1,1,13,
1.27928e+07,,Surface,8,Image 1,1,14,
4.13817e+07,,Surface,8,Image 1,1,15,
3.36594e+07,,Surface,8,Image 1,1,16,
1.72025e+08,,Surface,8,Image 1,1,17,
2.2669e+07,,Surface,8,Image 1,1,18,
1.47992e+08,,Surface,8,Image 1,1,19,
4.78675e+07,,Surface,8,Image 1,1,20,
5.6893e+07,,Surface,8,Image 1,1,21,
1.79922e+06,,Surface,8,Image 1,1,22,
0,,Surface,8,Image 1,1,23,
0,,Surface,8,Image 1,1,24,
