
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.75289e+07,,Surface,6,Image 1,1,0,
231632,,Surface,6,Image 1,1,1,
1.033e+06,,Surface,6,Image 1,1,2,
9.55063e+07,,Surface,6,Image 1,1,3,
5.53377e+07,,Surface,6,Image 1,1,4,
991925,,Surface,6,Image 1,1,5,
48195,,Surface,6,Image 1,1,6,
1.08052e+08,,Surface,6,Image 1,1,7,
5.45401e+07,,Surface,6,Image 1,1,8,
111258,,Surface,6,Image 1,1,9,
5.44175e+06,,Surface,6,Image 1,1,10,
7.66074e+06,,Surface,6,Image 1,1,11,
9.98856e+07,,Surface,6,Image 1,1,12,
219606,,Surface,6,Image 1,1,13,
1.69802e+07,,Surface,6,Image 1,1,14,
6.90867e+06,,Surface,6,Image 1,1,15,
6.39196e+07,,Surface,6,Image 1,1,16,
2.79063e+08,,Surface,6,Image 1,1,17,
1.91235e+08,,Surface,6,Image 1,1,18,
1.38836e+08,,Surface,6,Image 1,1,19,
1.22481e+08,,Surface,6,Image 1,1,20,
1.40839e+08,,Surface,6,Image 1,1,21,
1.00618e+07,,Surface,6,Image 1,1,22,
1.88348e+07,,Surface,6,Image 1,1,23,
7.13956e+06,,Surface,6,Image 1,1,24,
