
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1663,,Surface,4,Image 1,1,0,
1987,,Surface,4,Image 1,1,1,
2093,,Surface,4,Image 1,1,2,
1932,,Surface,4,Image 1,1,3,
1600,,Surface,4,Image 1,1,4,
2329,,Surface,4,Image 1,1,5,
2210,,Surface,4,Image 1,1,6,
1880,,Surface,4,Image 1,1,7,
1441,,Surface,4,Image 1,1,8,
1888,,Surface,4,Image 1,1,9,
1873,,Surface,4,Image 1,1,10,
2202,,Surface,4,Image 1,1,11,
1502,,Surface,4,Image 1,1,12,
1814,,Surface,4,Image 1,1,13,
2038,,Surface,4,Image 1,1,14,
2199,,Surface,4,Image 1,1,15,
1796,,Surface,4,Image 1,1,16,
1639,,Surface,4,Image 1,1,17,
1624,,Surface,4,Image 1,1,18,
1340,,Surface,4,Image 1,1,19,
1603,,Surface,4,Image 1,1,20,
1065,,Surface,4,Image 1,1,21,
2300,,Surface,4,Image 1,1,22,
1747,,Surface,4,Image 1,1,23,
2148,,Surface,4,Image 1,1,24,
