
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
131,,Surface,2,Image 1,1,0,
109,,Surface,2,Image 1,1,1,
99,,Surface,2,Image 1,1,2,
77,,Surface,2,Image 1,1,3,
27,,Surface,2,Image 1,1,4,
109,,Surface,2,Image 1,1,5,
76,,Surface,2,Image 1,1,6,
39,,Surface,2,Image 1,1,7,
55,,Surface,2,Image 1,1,8,
94,,Surface,2,Image 1,1,9,
80,,Surface,2,Image 1,1,10,
45,,Surface,2,Image 1,1,11,
11,,Surface,2,Image 1,1,12,
32,,Surface,2,Image 1,1,13,
116,,Surface,2,Image 1,1,14,
138,,Surface,2,Image 1,1,15,
48,,Surface,2,Image 1,1,16,
10,,Surface,2,Image 1,1,17,
19,,Surface,2,Image 1,1,18,
50,,Surface,2,Image 1,1,19,
19,,Surface,2,Image 1,1,20,
10,,Surface,2,Image 1,1,21,
42,,Surface,2,Image 1,1,22,
18,,Surface,2,Image 1,1,23,
20,,Surface,2,Image 1,1,24,
