
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.474574,,Surface,1,0,
0.221042,,Surface,1,1,
0.283454,,Surface,1,2,
0.15036,,Surface,1,3,
0.14668,,Surface,1,4,
0.629793,,Surface,1,5,
0.305779,,Surface,1,6,
0.118689,,Surface,1,7,
0.0817588,,Surface,1,8,
0.442367,,Surface,1,9,
0.355288,,Surface,1,10,
0.19286,,Surface,1,11,
0.233268,,Surface,1,12,
0.628192,,Surface,1,13,
0.128328,,Surface,1,14,
0.213392,,Surface,1,15,
0.0932839,,Surface,1,16,
0.0544392,,Surface,1,17,
0.0696995,,Surface,1,18,
0.0989351,,Surface,1,19,
0.0774769,,Surface,1,20,
0.0679253,,Surface,1,21,
0.234814,,Surface,1,22,
0.301968,,Surface,1,23,
0.37132,,Surface,1,24,
