
Intensity Median Ch=5 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
13.804,,Surface,5,Image 1,1,0,
0,,Surface,5,Image 1,1,1,
4.576,,Surface,5,Image 1,1,2,
917.136,,Surface,5,Image 1,1,3,
62.6133,,Surface,5,Image 1,1,4,
5.934,,Surface,5,Image 1,1,5,
2.622,,Surface,5,Image 1,1,6,
28.928,,Surface,5,Image 1,1,7,
0,,Surface,5,Image 1,1,8,
0,,Surface,5,Image 1,1,9,
0,,Surface,5,Image 1,1,10,
24.16,,Surface,5,Image 1,1,11,
0,,Surface,5,Image 1,1,12,
6.635,,Surface,5,Image 1,1,13,
16.888,,Surface,5,Image 1,1,14,
14.544,,Surface,5,Image 1,1,15,
57.3516,,Surface,5,Image 1,1,16,
77.0625,,Surface,5,Image 1,1,17,
82.4688,,Surface,5,Image 1,1,18,
80.4609,,Surface,5,Image 1,1,19,
18.864,,Surface,5,Image 1,1,20,
37.3066,,Surface,5,Image 1,1,21,
0,,Surface,5,Image 1,1,22,
0,,Surface,5,Image 1,1,23,
0,,Surface,5,Image 1,1,24,
