
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
516.109,,Surface,6,Image 1,1,0,
5.14555,,Surface,6,Image 1,1,1,
17.9325,,Surface,6,Image 1,1,2,
399.696,,Surface,6,Image 1,1,3,
105.699,,Surface,6,Image 1,1,4,
26.3614,,Surface,6,Image 1,1,5,
1.19846,,Surface,6,Image 1,1,6,
362.825,,Surface,6,Image 1,1,7,
122.322,,Surface,6,Image 1,1,8,
1.76452,,Surface,6,Image 1,1,9,
64.1391,,Surface,6,Image 1,1,10,
79.2455,,Surface,6,Image 1,1,11,
165.73,,Surface,6,Image 1,1,12,
5.76001,,Surface,6,Image 1,1,13,
271.215,,Surface,6,Image 1,1,14,
134.321,,Surface,6,Image 1,1,15,
119.132,,Surface,6,Image 1,1,16,
193.583,,Surface,6,Image 1,1,17,
217.54,,Surface,6,Image 1,1,18,
126.518,,Surface,6,Image 1,1,19,
139.384,,Surface,6,Image 1,1,20,
148.298,,Surface,6,Image 1,1,21,
99.5109,,Surface,6,Image 1,1,22,
173.021,,Surface,6,Image 1,1,23,
47.6365,,Surface,6,Image 1,1,24,
