
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2768.72,,Surface,2,Image 1,1,0,
1404.74,,Surface,2,Image 1,1,1,
836.581,,Surface,2,Image 1,1,2,
988.687,,Surface,2,Image 1,1,3,
1390.89,,Surface,2,Image 1,1,4,
791.418,,Surface,2,Image 1,1,5,
966.473,,Surface,2,Image 1,1,6,
4104.1,,Surface,2,Image 1,1,7,
1582.5,,Surface,2,Image 1,1,8,
930.358,,Surface,2,Image 1,1,9,
954.586,,Surface,2,Image 1,1,10,
785.094,,Surface,2,Image 1,1,11,
2514.27,,Surface,2,Image 1,1,12,
1147.14,,Surface,2,Image 1,1,13,
1689.91,,Surface,2,Image 1,1,14,
2878.19,,Surface,2,Image 1,1,15,
1313.43,,Surface,2,Image 1,1,16,
1303.98,,Surface,2,Image 1,1,17,
1275.3,,Surface,2,Image 1,1,18,
2347.42,,Surface,2,Image 1,1,19,
1284,,Surface,2,Image 1,1,20,
1334.75,,Surface,2,Image 1,1,21,
867.195,,Surface,2,Image 1,1,22,
663.246,,Surface,2,Image 1,1,23,
735.59,,Surface,2,Image 1,1,24,
