
Area
 ==================== 
Area,Unit,Category,Time,ID,
1407.97,um^2,Surface,1,0,
1286.05,um^2,Surface,1,1,
1667.23,um^2,Surface,1,2,
3828.73,um^2,Surface,1,3,
12576.7,um^2,Surface,1,4,
995.32,um^2,Surface,1,5,
1235.64,um^2,Surface,1,6,
6959.74,um^2,Surface,1,7,
6300.29,um^2,Surface,1,8,
1236.21,um^2,Surface,1,9,
1934.75,um^2,Surface,1,10,
1747.05,um^2,Surface,1,11,
11489.1,um^2,Surface,1,12,
932.523,um^2,Surface,1,13,
1814.08,um^2,Surface,1,14,
1023.4,um^2,Surface,1,15,
9785.68,um^2,Surface,1,16,
16996.3,um^2,Surface,1,17,
14558.4,um^2,Surface,1,18,
22011.9,um^2,Surface,1,19,
11572.6,um^2,Surface,1,20,
15317.2,um^2,Surface,1,21,
1975.64,um^2,Surface,1,22,
2762.94,um^2,Surface,1,23,
2416.54,um^2,Surface,1,24,
