
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3196.21,,Surface,3,Image 1,1,0,
2898.39,,Surface,3,Image 1,1,1,
2158.08,,Surface,3,Image 1,1,2,
6071.01,,Surface,3,Image 1,1,3,
3365.13,,Surface,3,Image 1,1,4,
2045.64,,Surface,3,Image 1,1,5,
4686.62,,Surface,3,Image 1,1,6,
5055.68,,Surface,3,Image 1,1,7,
3923.22,,Surface,3,Image 1,1,8,
1418.98,,Surface,3,Image 1,1,9,
2593.97,,Surface,3,Image 1,1,10,
6274.07,,Surface,3,Image 1,1,11,
3365.4,,Surface,3,Image 1,1,12,
3479.5,,Surface,3,Image 1,1,13,
3766.75,,Surface,3,Image 1,1,14,
4585.92,,Surface,3,Image 1,1,15,
5173.01,,Surface,3,Image 1,1,16,
3465.77,,Surface,3,Image 1,1,17,
3717.66,,Surface,3,Image 1,1,18,
4193.4,,Surface,3,Image 1,1,19,
4567.26,,Surface,3,Image 1,1,20,
4929.07,,Surface,3,Image 1,1,21,
8230.95,,Surface,3,Image 1,1,22,
7151.83,,Surface,3,Image 1,1,23,
4253.96,,Surface,3,Image 1,1,24,
