
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
5.16791,um,Surface,Image 1,1,0,
17.3506,um,Surface,Image 1,1,1,
26.1634,um,Surface,Image 1,1,2,
20.2135,um,Surface,Image 1,1,3,
9.85574,um,Surface,Image 1,1,4,
20.2276,um,Surface,Image 1,1,5,
0,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
41.9573,um,Surface,Image 1,1,8,
92.8221,um,Surface,Image 1,1,9,
65.2794,um,Surface,Image 1,1,10,
3.26199,um,Surface,Image 1,1,11,
81.703,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
89.447,um,Surface,Image 1,1,14,
58.8136,um,Surface,Image 1,1,15,
46.1061,um,Surface,Image 1,1,16,
0,um,Surface,Image 1,1,17,
26.7327,um,Surface,Image 1,1,18,
87.1419,um,Surface,Image 1,1,19,
8.98538,um,Surface,Image 1,1,20,
0,um,Surface,Image 1,1,21,
47.6897,um,Surface,Image 1,1,22,
0,um,Surface,Image 1,1,23,
0,um,Surface,Image 1,1,24,
