
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.265535,,Surface,1,0,
0.591893,,Surface,1,1,
0.509966,,Surface,1,2,
0.694415,,Surface,1,3,
0.254037,,Surface,1,4,
0.266736,,Surface,1,5,
0.191522,,Surface,1,6,
0.327299,,Surface,1,7,
0.859225,,Surface,1,8,
0.381936,,Surface,1,9,
0.312434,,Surface,1,10,
0.694621,,Surface,1,11,
0.387009,,Surface,1,12,
0.25212,,Surface,1,13,
0.422849,,Surface,1,14,
0.633877,,Surface,1,15,
0.30875,,Surface,1,16,
0.857283,,Surface,1,17,
0.457969,,Surface,1,18,
0.193628,,Surface,1,19,
0.787504,,Surface,1,20,
0.365472,,Surface,1,21,
0.433322,,Surface,1,22,
0.292394,,Surface,1,23,
0.435494,,Surface,1,24,
