
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.50655e+07,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
2.12836e+06,,Surface,7,Image 1,1,3,
1.50199e+07,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
10065,,Surface,7,Image 1,1,6,
3.46697e+07,,Surface,7,Image 1,1,7,
3.79636e+06,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
3.16273e+07,,Surface,7,Image 1,1,12,
0,,Surface,7,Image 1,1,13,
7.72196e+06,,Surface,7,Image 1,1,14,
2.71514e+06,,Surface,7,Image 1,1,15,
9.57012e+06,,Surface,7,Image 1,1,16,
5.20502e+07,,Surface,7,Image 1,1,17,
2.18974e+07,,Surface,7,Image 1,1,18,
2.41879e+07,,Surface,7,Image 1,1,19,
1.42319e+07,,Surface,7,Image 1,1,20,
1.52979e+07,,Surface,7,Image 1,1,21,
0,,Surface,7,Image 1,1,22,
0,,Surface,7,Image 1,1,23,
0,,Surface,7,Image 1,1,24,
