
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
331.727,245.503,11.9798,um,Surface,Position,1,0,
199.813,323.946,12.1202,um,Surface,Position,1,1,
218.964,311.508,13.9141,um,Surface,Position,1,2,
312.193,225.628,11.7992,um,Surface,Position,1,3,
295.62,281.403,14.0506,um,Surface,Position,1,4,
163.54,321.674,12.6567,um,Surface,Position,1,5,
143.998,336.702,10.0259,um,Surface,Position,1,6,
337.575,141.815,9.56224,um,Surface,Position,1,7,
286.824,181.565,12.3415,um,Surface,Position,1,8,
250.288,183.378,13.3477,um,Surface,Position,1,9,
169.92,268.163,11.7162,um,Surface,Position,1,10,
92.3261,336.999,16.7405,um,Surface,Position,1,11,
232.922,232.946,14.0521,um,Surface,Position,1,12,
349.94,42.3066,17.7996,um,Surface,Position,1,13,
134.389,248.829,10.0777,um,Surface,Position,1,14,
281.275,82.9673,9.62844,um,Surface,Position,1,15,
255.485,131.897,10.4202,um,Surface,Position,1,16,
304.218,31.4945,12.386,um,Surface,Position,1,17,
74.466,251.607,12.4831,um,Surface,Position,1,18,
173.63,163.187,12.3034,um,Surface,Position,1,19,
216.251,44.289,10.9917,um,Surface,Position,1,20,
62.4646,188.432,11.8339,um,Surface,Position,1,21,
105.203,61.5867,10.1108,um,Surface,Position,1,22,
33.4526,6.24043,9.92732,um,Surface,Position,1,23,
6.52654,66.6935,12.6158,um,Surface,Position,1,24,
