
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1985.33,,Surface,5,Image 1,1,0,
799.22,,Surface,5,Image 1,1,1,
1524.08,,Surface,5,Image 1,1,2,
1494.55,,Surface,5,Image 1,1,3,
1010.16,,Surface,5,Image 1,1,4,
961.442,,Surface,5,Image 1,1,5,
2294.08,,Surface,5,Image 1,1,6,
4750.9,,Surface,5,Image 1,1,7,
1892.48,,Surface,5,Image 1,1,8,
1504.82,,Surface,5,Image 1,1,9,
303.466,,Surface,5,Image 1,1,10,
1974.4,,Surface,5,Image 1,1,11,
2491.37,,Surface,5,Image 1,1,12,
2218.33,,Surface,5,Image 1,1,13,
1083.86,,Surface,5,Image 1,1,14,
1870.44,,Surface,5,Image 1,1,15,
