
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
272,,Surface,3,Image 1,1,0,
113,,Surface,3,Image 1,1,1,
107,,Surface,3,Image 1,1,2,
243,,Surface,3,Image 1,1,3,
174,,Surface,3,Image 1,1,4,
199,,Surface,3,Image 1,1,5,
172,,Surface,3,Image 1,1,6,
411,,Surface,3,Image 1,1,7,
181,,Surface,3,Image 1,1,8,
164,,Surface,3,Image 1,1,9,
114,,Surface,3,Image 1,1,10,
87,,Surface,3,Image 1,1,11,
239,,Surface,3,Image 1,1,12,
228,,Surface,3,Image 1,1,13,
198,,Surface,3,Image 1,1,14,
184,,Surface,3,Image 1,1,15,
