
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
335.103,313.095,35.6553,um,Surface,Position,1,0,
267.089,235.116,33.0762,um,Surface,Position,1,1,
264.735,314.637,38.8567,um,Surface,Position,1,2,
342.76,134.384,31.457,um,Surface,Position,1,3,
145.743,303.181,39.9584,um,Surface,Position,1,4,
315.59,77.5474,37.0005,um,Surface,Position,1,5,
166.022,243.474,38.4005,um,Surface,Position,1,6,
7.78545,348.601,36.0811,um,Surface,Position,1,7,
241.158,154.654,36.0602,um,Surface,Position,1,8,
170.635,141.771,39.4061,um,Surface,Position,1,9,
135.252,152.297,33.2962,um,Surface,Position,1,10,
27.2108,268.432,40.6688,um,Surface,Position,1,11,
211.341,28.7718,33.6725,um,Surface,Position,1,12,
90.0588,129.352,36.8911,um,Surface,Position,1,13,
23.6759,146.146,34.3146,um,Surface,Position,1,14,
69.9464,39.7061,38.239,um,Surface,Position,1,15,
