
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1944,,Surface,4,Image 1,1,0,
2070,,Surface,4,Image 1,1,1,
1474,,Surface,4,Image 1,1,2,
1525,,Surface,4,Image 1,1,3,
1657,,Surface,4,Image 1,1,4,
2168,,Surface,4,Image 1,1,5,
1488,,Surface,4,Image 1,1,6,
1580,,Surface,4,Image 1,1,7,
1866,,Surface,4,Image 1,1,8,
1253,,Surface,4,Image 1,1,9,
1801,,Surface,4,Image 1,1,10,
1564,,Surface,4,Image 1,1,11,
1702,,Surface,4,Image 1,1,12,
1822,,Surface,4,Image 1,1,13,
1536,,Surface,4,Image 1,1,14,
2036,,Surface,4,Image 1,1,15,
