
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
459.994,um,Surface,Distance from Origin,1,0,
357.366,um,Surface,Distance from Origin,1,1,
413.027,um,Surface,Distance from Origin,1,2,
369.503,um,Surface,Distance from Origin,1,3,
338.757,um,Surface,Distance from Origin,1,4,
327.077,um,Surface,Distance from Origin,1,5,
297.183,um,Surface,Distance from Origin,1,6,
350.55,um,Surface,Distance from Origin,1,7,
288.748,um,Surface,Distance from Origin,1,8,
225.318,um,Surface,Distance from Origin,1,9,
206.388,um,Surface,Distance from Origin,1,10,
272.855,um,Surface,Distance from Origin,1,11,
215.932,um,Surface,Distance from Origin,1,12,
161.875,um,Surface,Distance from Origin,1,13,
151.976,um,Surface,Distance from Origin,1,14,
89.0578,um,Surface,Distance from Origin,1,15,
