
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
9.04214,um,Surface,Image 1,1,0,
76.9702,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
21.1983,um,Surface,Image 1,1,4,
24.499,um,Surface,Image 1,1,5,
74.4312,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
72.6902,um,Surface,Image 1,1,8,
121.573,um,Surface,Image 1,1,9,
127.224,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
17.0327,um,Surface,Image 1,1,12,
66.9258,um,Surface,Image 1,1,13,
0.111366,um,Surface,Image 1,1,14,
17.1773,um,Surface,Image 1,1,15,
