
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2498.92,,Surface,5,Image 1,1,0,
1502.05,,Surface,5,Image 1,1,1,
2796.98,,Surface,5,Image 1,1,2,
2749.42,,Surface,5,Image 1,1,3,
1888.91,,Surface,5,Image 1,1,4,
1721.34,,Surface,5,Image 1,1,5,
3971.03,,Surface,5,Image 1,1,6,
5776.83,,Surface,5,Image 1,1,7,
3312.05,,Surface,5,Image 1,1,8,
2761.17,,Surface,5,Image 1,1,9,
830.02,,Surface,5,Image 1,1,10,
3352.07,,Surface,5,Image 1,1,11,
4330.02,,Surface,5,Image 1,1,12,
3330.87,,Surface,5,Image 1,1,13,
1822.07,,Surface,5,Image 1,1,14,
2833.93,,Surface,5,Image 1,1,15,
