
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
73,,Surface,2,Image 1,1,0,
141,,Surface,2,Image 1,1,1,
4,,Surface,2,Image 1,1,2,
60,,Surface,2,Image 1,1,3,
115,,Surface,2,Image 1,1,4,
72,,Surface,2,Image 1,1,5,
93,,Surface,2,Image 1,1,6,
105,,Surface,2,Image 1,1,7,
25,,Surface,2,Image 1,1,8,
62,,Surface,2,Image 1,1,9,
116,,Surface,2,Image 1,1,10,
12,,Surface,2,Image 1,1,11,
51,,Surface,2,Image 1,1,12,
89,,Surface,2,Image 1,1,13,
51,,Surface,2,Image 1,1,14,
28,,Surface,2,Image 1,1,15,
149,,Surface,2,Image 1,1,16,
150,,Surface,2,Image 1,1,17,
40,,Surface,2,Image 1,1,18,
50,,Surface,2,Image 1,1,19,
85,,Surface,2,Image 1,1,20,
100,,Surface,2,Image 1,1,21,
56,,Surface,2,Image 1,1,22,
68,,Surface,2,Image 1,1,23,
36,,Surface,2,Image 1,1,24,
