
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
14270.3,,Surface,4,Image 1,1,0,
10971.9,,Surface,4,Image 1,1,1,
18324.9,,Surface,4,Image 1,1,2,
11262.4,,Surface,4,Image 1,1,3,
14136,,Surface,4,Image 1,1,4,
10234.5,,Surface,4,Image 1,1,5,
11668.2,,Surface,4,Image 1,1,6,
9822.13,,Surface,4,Image 1,1,7,
11018.6,,Surface,4,Image 1,1,8,
13779,,Surface,4,Image 1,1,9,
10890.2,,Surface,4,Image 1,1,10,
14457.3,,Surface,4,Image 1,1,11,
18381.2,,Surface,4,Image 1,1,12,
13671.1,,Surface,4,Image 1,1,13,
15589.2,,Surface,4,Image 1,1,14,
18191.1,,Surface,4,Image 1,1,15,
9826.62,,Surface,4,Image 1,1,16,
9482.33,,Surface,4,Image 1,1,17,
19422.6,,Surface,4,Image 1,1,18,
13905,,Surface,4,Image 1,1,19,
12849.5,,Surface,4,Image 1,1,20,
10359.9,,Surface,4,Image 1,1,21,
20197,,Surface,4,Image 1,1,22,
14663.3,,Surface,4,Image 1,1,23,
18983.1,,Surface,4,Image 1,1,24,
