
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
769,,Surface,3,Image 1,1,0,
425,,Surface,3,Image 1,1,1,
121,,Surface,3,Image 1,1,2,
347,,Surface,3,Image 1,1,3,
702,,Surface,3,Image 1,1,4,
569,,Surface,3,Image 1,1,5,
596,,Surface,3,Image 1,1,6,
647,,Surface,3,Image 1,1,7,
299,,Surface,3,Image 1,1,8,
630,,Surface,3,Image 1,1,9,
492,,Surface,3,Image 1,1,10,
201,,Surface,3,Image 1,1,11,
287,,Surface,3,Image 1,1,12,
322,,Surface,3,Image 1,1,13,
459,,Surface,3,Image 1,1,14,
213,,Surface,3,Image 1,1,15,
514,,Surface,3,Image 1,1,16,
581,,Surface,3,Image 1,1,17,
347,,Surface,3,Image 1,1,18,
630,,Surface,3,Image 1,1,19,
692,,Surface,3,Image 1,1,20,
471,,Surface,3,Image 1,1,21,
328,,Surface,3,Image 1,1,22,
547,,Surface,3,Image 1,1,23,
327,,Surface,3,Image 1,1,24,
