
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2952,,Surface,4,Image 1,1,0,
3202,,Surface,4,Image 1,1,1,
2215,,Surface,4,Image 1,1,2,
3170,,Surface,4,Image 1,1,3,
3069,,Surface,4,Image 1,1,4,
2234,,Surface,4,Image 1,1,5,
2857,,Surface,4,Image 1,1,6,
2963,,Surface,4,Image 1,1,7,
2535,,Surface,4,Image 1,1,8,
2507,,Surface,4,Image 1,1,9,
3377,,Surface,4,Image 1,1,10,
2080,,Surface,4,Image 1,1,11,
2134,,Surface,4,Image 1,1,12,
2477,,Surface,4,Image 1,1,13,
2427,,Surface,4,Image 1,1,14,
2363,,Surface,4,Image 1,1,15,
2753,,Surface,4,Image 1,1,16,
3574,,Surface,4,Image 1,1,17,
2370,,Surface,4,Image 1,1,18,
3178,,Surface,4,Image 1,1,19,
2511,,Surface,4,Image 1,1,20,
3070,,Surface,4,Image 1,1,21,
2268,,Surface,4,Image 1,1,22,
2190,,Surface,4,Image 1,1,23,
2141,,Surface,4,Image 1,1,24,
